,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
1722,2020-07-20,NY,New York,D,Demand,Eastern,Eastern,607949,megawatthours
1723,2020-07-19,NY,New York,D,Demand,Eastern,Eastern,547632,megawatthours
1724,2020-07-18,NY,New York,D,Demand,Eastern,Eastern,510991,megawatthours
1725,2020-07-17,NY,New York,D,Demand,Eastern,Eastern,487883,megawatthours
1726,2020-07-16,NY,New York,D,Demand,Eastern,Eastern,477647,megawatthours
1727,2020-07-15,NY,New York,D,Demand,Eastern,Eastern,500716,megawatthours
1728,2020-07-14,NY,New York,D,Demand,Eastern,Eastern,507747,megawatthours
1729,2020-07-13,NY,New York,D,Demand,Eastern,Eastern,522728,megawatthours
1730,2020-07-12,NY,New York,D,Demand,Eastern,Eastern,490645,megawatthours
1731,2020-07-11,NY,New York,D,Demand,Eastern,Eastern,505563,megawatthours
1732,2020-07-10,NY,New York,D,Demand,Eastern,Eastern,538624,megawatthours
1733,2020-07-09,NY,New York,D,Demand,Eastern,Eastern,568242,megawatthours
1734,2020-07-08,NY,New York,D,Demand,Eastern,Eastern,546111,megawatthours
1735,2020-07-07,NY,New York,D,Demand,Eastern,Eastern,518063,megawatthours
1736,2020-07-06,NY,New York,D,Demand,Eastern,Eastern,534612,megawatthours
1737,2020-07-05,NY,New York,D,Demand,Eastern,Eastern,481033,megawatthours
1738,2020-07-04,NY,New York,D,Demand,Eastern,Eastern,460584,megawatthours
1739,2020-07-03,NY,New York,D,Demand,Eastern,Eastern,506370,megawatthours
1740,2020-07-02,NY,New York,D,Demand,Eastern,Eastern,504550,megawatthours
1741,2020-07-01,NY,New York,D,Demand,Eastern,Eastern,466835,megawatthours
1742,2020-06-30,NY,New York,D,Demand,Eastern,Eastern,462231,megawatthours
1743,2020-06-29,NY,New York,D,Demand,Eastern,Eastern,491415,megawatthours
1744,2020-06-28,NY,New York,D,Demand,Eastern,Eastern,460176,megawatthours
1745,2020-06-27,NY,New York,D,Demand,Eastern,Eastern,435377,megawatthours
1746,2020-06-26,NY,New York,D,Demand,Eastern,Eastern,471196,megawatthours
1747,2020-06-25,NY,New York,D,Demand,Eastern,Eastern,464667,megawatthours
1748,2020-06-24,NY,New York,D,Demand,Eastern,Eastern,493863,megawatthours
1749,2020-06-23,NY,New York,D,Demand,Eastern,Eastern,528120,megawatthours
1750,2020-06-22,NY,New York,D,Demand,Eastern,Eastern,529362,megawatthours
1751,2020-06-21,NY,New York,D,Demand,Eastern,Eastern,467528,megawatthours
1752,2020-06-20,NY,New York,D,Demand,Eastern,Eastern,454682,megawatthours
1753,2020-06-19,NY,New York,D,Demand,Eastern,Eastern,459477,megawatthours
1754,2020-06-18,NY,New York,D,Demand,Eastern,Eastern,437800,megawatthours
1755,2020-06-17,NY,New York,D,Demand,Eastern,Eastern,405260,megawatthours
1756,2020-06-16,NY,New York,D,Demand,Eastern,Eastern,386066,megawatthours
1757,2020-06-15,NY,New York,D,Demand,Eastern,Eastern,373907,megawatthours
1758,2020-06-14,NY,New York,D,Demand,Eastern,Eastern,337827,megawatthours
1759,2020-06-13,NY,New York,D,Demand,Eastern,Eastern,357046,megawatthours
1760,2020-06-12,NY,New York,D,Demand,Eastern,Eastern,428356,megawatthours
1761,2020-06-11,NY,New York,D,Demand,Eastern,Eastern,459278,megawatthours
1762,2020-06-10,NY,New York,D,Demand,Eastern,Eastern,479478,megawatthours
1763,2020-06-09,NY,New York,D,Demand,Eastern,Eastern,435300,megawatthours
1764,2020-06-08,NY,New York,D,Demand,Eastern,Eastern,383467,megawatthours
1765,2020-06-07,NY,New York,D,Demand,Eastern,Eastern,356636,megawatthours
1766,2020-06-06,NY,New York,D,Demand,Eastern,Eastern,422362,megawatthours
1767,2020-06-05,NY,New York,D,Demand,Eastern,Eastern,437673,megawatthours
1768,2020-06-04,NY,New York,D,Demand,Eastern,Eastern,421995,megawatthours
1769,2020-06-03,NY,New York,D,Demand,Eastern,Eastern,387358,megawatthours
1770,2020-06-02,NY,New York,D,Demand,Eastern,Eastern,354817,megawatthours
1771,2020-06-01,NY,New York,D,Demand,Eastern,Eastern,342877,megawatthours
1772,2020-05-31,NY,New York,D,Demand,Eastern,Eastern,325062,megawatthours
1773,2020-05-30,NY,New York,D,Demand,Eastern,Eastern,368260,megawatthours
1774,2020-05-29,NY,New York,D,Demand,Eastern,Eastern,415414,megawatthours
1775,2020-05-28,NY,New York,D,Demand,Eastern,Eastern,406851,megawatthours
1776,2020-05-27,NY,New York,D,Demand,Eastern,Eastern,409021,megawatthours
1777,2020-05-26,NY,New York,D,Demand,Eastern,Eastern,392903,megawatthours
1778,2020-05-25,NY,New York,D,Demand,Eastern,Eastern,339453,megawatthours
1779,2020-05-24,NY,New York,D,Demand,Eastern,Eastern,321627,megawatthours
1780,2020-05-23,NY,New York,D,Demand,Eastern,Eastern,342404,megawatthours
1781,2020-05-22,NY,New York,D,Demand,Eastern,Eastern,347239,megawatthours
1782,2020-05-21,NY,New York,D,Demand,Eastern,Eastern,332967,megawatthours
1783,2020-05-20,NY,New York,D,Demand,Eastern,Eastern,331513,megawatthours
1784,2020-05-19,NY,New York,D,Demand,Eastern,Eastern,332387,megawatthours
1785,2020-05-18,NY,New York,D,Demand,Eastern,Eastern,338796,megawatthours
1786,2020-05-17,NY,New York,D,Demand,Eastern,Eastern,314957,megawatthours
1787,2020-05-16,NY,New York,D,Demand,Eastern,Eastern,329775,megawatthours
1788,2020-05-15,NY,New York,D,Demand,Eastern,Eastern,349492,megawatthours
1789,2020-05-14,NY,New York,D,Demand,Eastern,Eastern,337978,megawatthours
1790,2020-05-13,NY,New York,D,Demand,Eastern,Eastern,339307,megawatthours
1791,2020-05-12,NY,New York,D,Demand,Eastern,Eastern,346632,megawatthours
1792,2020-05-11,NY,New York,D,Demand,Eastern,Eastern,349356,megawatthours
1793,2020-05-10,NY,New York,D,Demand,Eastern,Eastern,322396,megawatthours
1794,2020-05-09,NY,New York,D,Demand,Eastern,Eastern,344123,megawatthours
1795,2020-05-08,NY,New York,D,Demand,Eastern,Eastern,346524,megawatthours
1796,2020-05-07,NY,New York,D,Demand,Eastern,Eastern,335328,megawatthours
1797,2020-05-06,NY,New York,D,Demand,Eastern,Eastern,344727,megawatthours
1798,2020-05-05,NY,New York,D,Demand,Eastern,Eastern,332300,megawatthours
1799,2020-05-04,NY,New York,D,Demand,Eastern,Eastern,337291,megawatthours
1800,2020-05-03,NY,New York,D,Demand,Eastern,Eastern,308151,megawatthours
1801,2020-05-02,NY,New York,D,Demand,Eastern,Eastern,310851,megawatthours
1802,2020-05-01,NY,New York,D,Demand,Eastern,Eastern,339664,megawatthours
1803,2020-04-30,NY,New York,D,Demand,Eastern,Eastern,350924,megawatthours
1804,2020-04-29,NY,New York,D,Demand,Eastern,Eastern,345988,megawatthours
1805,2020-04-28,NY,New York,D,Demand,Eastern,Eastern,337534,megawatthours
1806,2020-04-27,NY,New York,D,Demand,Eastern,Eastern,356112,megawatthours
1807,2020-04-26,NY,New York,D,Demand,Eastern,Eastern,335571,megawatthours
1808,2020-04-25,NY,New York,D,Demand,Eastern,Eastern,317807,megawatthours
1809,2020-04-24,NY,New York,D,Demand,Eastern,Eastern,358646,megawatthours
1810,2020-04-23,NY,New York,D,Demand,Eastern,Eastern,361849,megawatthours
1811,2020-04-22,NY,New York,D,Demand,Eastern,Eastern,359643,megawatthours
1812,2020-04-21,NY,New York,D,Demand,Eastern,Eastern,358177,megawatthours
1813,2020-04-20,NY,New York,D,Demand,Eastern,Eastern,339649,megawatthours
1814,2020-04-19,NY,New York,D,Demand,Eastern,Eastern,325658,megawatthours
1815,2020-04-18,NY,New York,D,Demand,Eastern,Eastern,345884,megawatthours
1816,2020-04-17,NY,New York,D,Demand,Eastern,Eastern,356150,megawatthours
1817,2020-04-16,NY,New York,D,Demand,Eastern,Eastern,353853,megawatthours
1818,2020-04-15,NY,New York,D,Demand,Eastern,Eastern,345929,megawatthours
1819,2020-04-14,NY,New York,D,Demand,Eastern,Eastern,340531,megawatthours
1820,2020-04-13,NY,New York,D,Demand,Eastern,Eastern,348042,megawatthours
1821,2020-04-12,NY,New York,D,Demand,Eastern,Eastern,324822,megawatthours
1822,2020-04-11,NY,New York,D,Demand,Eastern,Eastern,333834,megawatthours
1823,2020-04-10,NY,New York,D,Demand,Eastern,Eastern,357981,megawatthours
1824,2020-04-09,NY,New York,D,Demand,Eastern,Eastern,352504,megawatthours
1825,2020-04-08,NY,New York,D,Demand,Eastern,Eastern,338419,megawatthours
1826,2020-04-07,NY,New York,D,Demand,Eastern,Eastern,331020,megawatthours
1827,2020-04-06,NY,New York,D,Demand,Eastern,Eastern,333526,megawatthours
1828,2020-04-05,NY,New York,D,Demand,Eastern,Eastern,321898,megawatthours
1829,2020-04-04,NY,New York,D,Demand,Eastern,Eastern,328054,megawatthours
1830,2020-04-03,NY,New York,D,Demand,Eastern,Eastern,358318,megawatthours
1831,2020-04-02,NY,New York,D,Demand,Eastern,Eastern,351628,megawatthours
1832,2020-04-01,NY,New York,D,Demand,Eastern,Eastern,349971,megawatthours
1833,2020-03-31,NY,New York,D,Demand,Eastern,Eastern,361358,megawatthours
1834,2020-03-30,NY,New York,D,Demand,Eastern,Eastern,361216,megawatthours
1835,2020-03-29,NY,New York,D,Demand,Eastern,Eastern,344658,megawatthours
1836,2020-03-28,NY,New York,D,Demand,Eastern,Eastern,347609,megawatthours
1837,2020-03-27,NY,New York,D,Demand,Eastern,Eastern,339755,megawatthours
1838,2020-03-26,NY,New York,D,Demand,Eastern,Eastern,355344,megawatthours
1839,2020-03-25,NY,New York,D,Demand,Eastern,Eastern,374212,megawatthours
1840,2020-03-24,NY,New York,D,Demand,Eastern,Eastern,371179,megawatthours
1841,2020-03-23,NY,New York,D,Demand,Eastern,Eastern,395706,megawatthours
1842,2020-03-22,NY,New York,D,Demand,Eastern,Eastern,352376,megawatthours
1843,2020-03-21,NY,New York,D,Demand,Eastern,Eastern,343949,megawatthours
1844,2020-03-20,NY,New York,D,Demand,Eastern,Eastern,367884,megawatthours
1845,2020-03-19,NY,New York,D,Demand,Eastern,Eastern,380107,megawatthours
1846,2020-03-18,NY,New York,D,Demand,Eastern,Eastern,376854,megawatthours
1847,2020-03-17,NY,New York,D,Demand,Eastern,Eastern,394858,megawatthours
1848,2020-03-16,NY,New York,D,Demand,Eastern,Eastern,391246,megawatthours
1849,2020-03-15,NY,New York,D,Demand,Eastern,Eastern,353826,megawatthours
1850,2020-03-14,NY,New York,D,Demand,Eastern,Eastern,362292,megawatthours
1851,2020-03-13,NY,New York,D,Demand,Eastern,Eastern,384709,megawatthours
1852,2020-03-12,NY,New York,D,Demand,Eastern,Eastern,394063,megawatthours
1853,2020-03-11,NY,New York,D,Demand,Eastern,Eastern,384731,megawatthours
1854,2020-03-10,NY,New York,D,Demand,Eastern,Eastern,382426,megawatthours
1855,2020-03-09,NY,New York,D,Demand,Eastern,Eastern,376289,megawatthours
1856,2020-03-08,NY,New York,D,Demand,Eastern,Eastern,350689,megawatthours
1857,2020-03-07,NY,New York,D,Demand,Eastern,Eastern,380774,megawatthours
1858,2020-03-06,NY,New York,D,Demand,Eastern,Eastern,408751,megawatthours
1859,2020-03-05,NY,New York,D,Demand,Eastern,Eastern,393813,megawatthours
1860,2020-03-04,NY,New York,D,Demand,Eastern,Eastern,393351,megawatthours
1861,2020-03-03,NY,New York,D,Demand,Eastern,Eastern,391910,megawatthours
1862,2020-03-02,NY,New York,D,Demand,Eastern,Eastern,404208,megawatthours
1863,2020-03-01,NY,New York,D,Demand,Eastern,Eastern,397138,megawatthours
1864,2020-02-29,NY,New York,D,Demand,Eastern,Eastern,414052,megawatthours
1865,2020-02-28,NY,New York,D,Demand,Eastern,Eastern,434930,megawatthours
1866,2020-02-27,NY,New York,D,Demand,Eastern,Eastern,422754,megawatthours
1867,2020-02-26,NY,New York,D,Demand,Eastern,Eastern,410856,megawatthours
1868,2020-02-25,NY,New York,D,Demand,Eastern,Eastern,403968,megawatthours
1869,2020-02-24,NY,New York,D,Demand,Eastern,Eastern,396988,megawatthours
1870,2020-02-23,NY,New York,D,Demand,Eastern,Eastern,376711,megawatthours
1871,2020-02-22,NY,New York,D,Demand,Eastern,Eastern,397737,megawatthours
1872,2020-02-21,NY,New York,D,Demand,Eastern,Eastern,440743,megawatthours
1873,2020-02-20,NY,New York,D,Demand,Eastern,Eastern,438932,megawatthours
1874,2020-02-19,NY,New York,D,Demand,Eastern,Eastern,416059,megawatthours
1875,2020-02-18,NY,New York,D,Demand,Eastern,Eastern,428817,megawatthours
1876,2020-02-17,NY,New York,D,Demand,Eastern,Eastern,406172,megawatthours
1877,2020-02-16,NY,New York,D,Demand,Eastern,Eastern,402422,megawatthours
1878,2020-02-15,NY,New York,D,Demand,Eastern,Eastern,436670,megawatthours
1879,2020-02-14,NY,New York,D,Demand,Eastern,Eastern,441719,megawatthours
1880,2020-02-13,NY,New York,D,Demand,Eastern,Eastern,428721,megawatthours
1881,2020-02-12,NY,New York,D,Demand,Eastern,Eastern,415697,megawatthours
1882,2020-02-11,NY,New York,D,Demand,Eastern,Eastern,419608,megawatthours
1883,2020-02-10,NY,New York,D,Demand,Eastern,Eastern,425057,megawatthours
1884,2020-02-09,NY,New York,D,Demand,Eastern,Eastern,407441,megawatthours
1885,2020-02-08,NY,New York,D,Demand,Eastern,Eastern,415093,megawatthours
1886,2020-02-07,NY,New York,D,Demand,Eastern,Eastern,431139,megawatthours
1887,2020-02-06,NY,New York,D,Demand,Eastern,Eastern,433669,megawatthours
1888,2020-02-05,NY,New York,D,Demand,Eastern,Eastern,420674,megawatthours
1889,2020-02-04,NY,New York,D,Demand,Eastern,Eastern,415349,megawatthours
1890,2020-02-03,NY,New York,D,Demand,Eastern,Eastern,410942,megawatthours
1891,2020-02-02,NY,New York,D,Demand,Eastern,Eastern,394120,megawatthours
1892,2020-02-01,NY,New York,D,Demand,Eastern,Eastern,402350,megawatthours
1893,2020-01-31,NY,New York,D,Demand,Eastern,Eastern,434227,megawatthours
1894,2020-01-30,NY,New York,D,Demand,Eastern,Eastern,443703,megawatthours
1895,2020-01-29,NY,New York,D,Demand,Eastern,Eastern,432528,megawatthours
1896,2020-01-28,NY,New York,D,Demand,Eastern,Eastern,427454,megawatthours
1897,2020-01-27,NY,New York,D,Demand,Eastern,Eastern,423957,megawatthours
1898,2020-01-26,NY,New York,D,Demand,Eastern,Eastern,389926,megawatthours
1899,2020-01-25,NY,New York,D,Demand,Eastern,Eastern,402991,megawatthours
1900,2020-01-24,NY,New York,D,Demand,Eastern,Eastern,419874,megawatthours
1901,2020-01-23,NY,New York,D,Demand,Eastern,Eastern,439472,megawatthours
1902,2020-01-22,NY,New York,D,Demand,Eastern,Eastern,450860,megawatthours
1903,2020-01-21,NY,New York,D,Demand,Eastern,Eastern,466474,megawatthours
1904,2020-01-20,NY,New York,D,Demand,Eastern,Eastern,455573,megawatthours
1905,2020-01-19,NY,New York,D,Demand,Eastern,Eastern,412874,megawatthours
1906,2020-01-18,NY,New York,D,Demand,Eastern,Eastern,449093,megawatthours
1907,2020-01-17,NY,New York,D,Demand,Eastern,Eastern,457882,megawatthours
1908,2020-01-16,NY,New York,D,Demand,Eastern,Eastern,424414,megawatthours
1909,2020-01-15,NY,New York,D,Demand,Eastern,Eastern,408105,megawatthours
1910,2020-01-14,NY,New York,D,Demand,Eastern,Eastern,418257,megawatthours
1911,2020-01-13,NY,New York,D,Demand,Eastern,Eastern,419733,megawatthours
1912,2020-01-12,NY,New York,D,Demand,Eastern,Eastern,366821,megawatthours
1913,2020-01-11,NY,New York,D,Demand,Eastern,Eastern,374525,megawatthours
1914,2020-01-10,NY,New York,D,Demand,Eastern,Eastern,430162,megawatthours
1915,2020-01-09,NY,New York,D,Demand,Eastern,Eastern,457121,megawatthours
1916,2020-01-08,NY,New York,D,Demand,Eastern,Eastern,441775,megawatthours
1917,2020-01-07,NY,New York,D,Demand,Eastern,Eastern,432730,megawatthours
1918,2020-01-06,NY,New York,D,Demand,Eastern,Eastern,432354,megawatthours
1919,2020-01-05,NY,New York,D,Demand,Eastern,Eastern,396540,megawatthours
1920,2020-01-04,NY,New York,D,Demand,Eastern,Eastern,389879,megawatthours
1921,2020-01-03,NY,New York,D,Demand,Eastern,Eastern,411481,megawatthours
1922,2020-01-02,NY,New York,D,Demand,Eastern,Eastern,416985,megawatthours
1923,2020-01-01,NY,New York,D,Demand,Eastern,Eastern,395316,megawatthours
