,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
694,2023-05-14,NY,New York,D,Demand,Eastern,Eastern,321480,megawatthours
695,2023-05-13,NY,New York,D,Demand,Eastern,Eastern,361318,megawatthours
696,2023-05-12,NY,New York,D,Demand,Eastern,Eastern,382667,megawatthours
697,2023-05-11,NY,New York,D,Demand,Eastern,Eastern,357481,megawatthours
698,2023-05-10,NY,New York,D,Demand,Eastern,Eastern,343723,megawatthours
699,2023-05-09,NY,New York,D,Demand,Eastern,Eastern,343182,megawatthours
700,2023-05-08,NY,New York,D,Demand,Eastern,Eastern,351217,megawatthours
701,2023-05-07,NY,New York,D,Demand,Eastern,Eastern,319256,megawatthours
702,2023-05-06,NY,New York,D,Demand,Eastern,Eastern,317453,megawatthours
703,2023-05-05,NY,New York,D,Demand,Eastern,Eastern,347953,megawatthours
704,2023-05-04,NY,New York,D,Demand,Eastern,Eastern,364282,megawatthours
705,2023-05-03,NY,New York,D,Demand,Eastern,Eastern,362991,megawatthours
706,2023-05-02,NY,New York,D,Demand,Eastern,Eastern,362066,megawatthours
707,2023-05-01,NY,New York,D,Demand,Eastern,Eastern,354241,megawatthours
708,2023-04-30,NY,New York,D,Demand,Eastern,Eastern,343546,megawatthours
709,2023-04-29,NY,New York,D,Demand,Eastern,Eastern,347414,megawatthours
710,2023-04-28,NY,New York,D,Demand,Eastern,Eastern,354173,megawatthours
711,2023-04-27,NY,New York,D,Demand,Eastern,Eastern,353480,megawatthours
712,2023-04-26,NY,New York,D,Demand,Eastern,Eastern,356268,megawatthours
713,2023-04-25,NY,New York,D,Demand,Eastern,Eastern,357574,megawatthours
714,2023-04-24,NY,New York,D,Demand,Eastern,Eastern,353181,megawatthours
715,2023-04-23,NY,New York,D,Demand,Eastern,Eastern,329118,megawatthours
716,2023-04-22,NY,New York,D,Demand,Eastern,Eastern,325093,megawatthours
717,2023-04-21,NY,New York,D,Demand,Eastern,Eastern,340097,megawatthours
718,2023-04-20,NY,New York,D,Demand,Eastern,Eastern,348058,megawatthours
719,2023-04-19,NY,New York,D,Demand,Eastern,Eastern,359758,megawatthours
720,2023-04-18,NY,New York,D,Demand,Eastern,Eastern,358331,megawatthours
721,2023-04-17,NY,New York,D,Demand,Eastern,Eastern,354728,megawatthours
722,2023-04-16,NY,New York,D,Demand,Eastern,Eastern,330423,megawatthours
723,2023-04-15,NY,New York,D,Demand,Eastern,Eastern,345826,megawatthours
724,2023-04-14,NY,New York,D,Demand,Eastern,Eastern,384186,megawatthours
725,2023-04-13,NY,New York,D,Demand,Eastern,Eastern,370935,megawatthours
726,2023-04-12,NY,New York,D,Demand,Eastern,Eastern,348633,megawatthours
727,2023-04-11,NY,New York,D,Demand,Eastern,Eastern,346981,megawatthours
728,2023-04-10,NY,New York,D,Demand,Eastern,Eastern,344926,megawatthours
729,2023-04-09,NY,New York,D,Demand,Eastern,Eastern,318693,megawatthours
730,2023-04-08,NY,New York,D,Demand,Eastern,Eastern,333294,megawatthours
731,2023-04-07,NY,New York,D,Demand,Eastern,Eastern,348795,megawatthours
732,2023-04-06,NY,New York,D,Demand,Eastern,Eastern,358342,megawatthours
733,2023-04-05,NY,New York,D,Demand,Eastern,Eastern,369020,megawatthours
734,2023-04-04,NY,New York,D,Demand,Eastern,Eastern,358409,megawatthours
735,2023-04-03,NY,New York,D,Demand,Eastern,Eastern,363987,megawatthours
736,2023-04-02,NY,New York,D,Demand,Eastern,Eastern,335164,megawatthours
737,2023-04-01,NY,New York,D,Demand,Eastern,Eastern,340462,megawatthours
738,2023-03-31,NY,New York,D,Demand,Eastern,Eastern,392488,megawatthours
739,2023-03-30,NY,New York,D,Demand,Eastern,Eastern,383436,megawatthours
740,2023-03-29,NY,New York,D,Demand,Eastern,Eastern,371904,megawatthours
741,2023-03-28,NY,New York,D,Demand,Eastern,Eastern,380407,megawatthours
742,2023-03-27,NY,New York,D,Demand,Eastern,Eastern,378230,megawatthours
743,2023-03-26,NY,New York,D,Demand,Eastern,Eastern,336512,megawatthours
744,2023-03-25,NY,New York,D,Demand,Eastern,Eastern,378027,megawatthours
745,2023-03-24,NY,New York,D,Demand,Eastern,Eastern,370607,megawatthours
746,2023-03-23,NY,New York,D,Demand,Eastern,Eastern,379278,megawatthours
747,2023-03-22,NY,New York,D,Demand,Eastern,Eastern,371501,megawatthours
748,2023-03-21,NY,New York,D,Demand,Eastern,Eastern,372953,megawatthours
749,2023-03-20,NY,New York,D,Demand,Eastern,Eastern,385241,megawatthours
750,2023-03-19,NY,New York,D,Demand,Eastern,Eastern,375771,megawatthours
751,2023-03-18,NY,New York,D,Demand,Eastern,Eastern,357175,megawatthours
752,2023-03-17,NY,New York,D,Demand,Eastern,Eastern,387887,megawatthours
753,2023-03-16,NY,New York,D,Demand,Eastern,Eastern,392506,megawatthours
754,2023-03-15,NY,New York,D,Demand,Eastern,Eastern,408274,megawatthours
755,2023-03-14,NY,New York,D,Demand,Eastern,Eastern,423648,megawatthours
756,2023-03-13,NY,New York,D,Demand,Eastern,Eastern,409925,megawatthours
757,2023-03-12,NY,New York,D,Demand,Eastern,Eastern,359761,megawatthours
758,2023-03-11,NY,New York,D,Demand,Eastern,Eastern,390735,megawatthours
759,2023-03-10,NY,New York,D,Demand,Eastern,Eastern,407218,megawatthours
760,2023-03-09,NY,New York,D,Demand,Eastern,Eastern,401725,megawatthours
761,2023-03-08,NY,New York,D,Demand,Eastern,Eastern,409802,megawatthours
762,2023-03-07,NY,New York,D,Demand,Eastern,Eastern,399747,megawatthours
763,2023-03-06,NY,New York,D,Demand,Eastern,Eastern,391012,megawatthours
764,2023-03-05,NY,New York,D,Demand,Eastern,Eastern,370237,megawatthours
765,2023-03-04,NY,New York,D,Demand,Eastern,Eastern,387061,megawatthours
766,2023-03-03,NY,New York,D,Demand,Eastern,Eastern,401773,megawatthours
767,2023-03-02,NY,New York,D,Demand,Eastern,Eastern,405127,megawatthours
768,2023-03-01,NY,New York,D,Demand,Eastern,Eastern,412869,megawatthours
769,2023-02-28,NY,New York,D,Demand,Eastern,Eastern,431938,megawatthours
770,2023-02-27,NY,New York,D,Demand,Eastern,Eastern,411799,megawatthours
771,2023-02-26,NY,New York,D,Demand,Eastern,Eastern,399977,megawatthours
772,2023-02-25,NY,New York,D,Demand,Eastern,Eastern,428564,megawatthours
773,2023-02-24,NY,New York,D,Demand,Eastern,Eastern,413590,megawatthours
774,2023-02-23,NY,New York,D,Demand,Eastern,Eastern,417667,megawatthours
775,2023-02-22,NY,New York,D,Demand,Eastern,Eastern,414043,megawatthours
776,2023-02-21,NY,New York,D,Demand,Eastern,Eastern,400505,megawatthours
777,2023-02-20,NY,New York,D,Demand,Eastern,Eastern,375218,megawatthours
778,2023-02-19,NY,New York,D,Demand,Eastern,Eastern,371472,megawatthours
779,2023-02-18,NY,New York,D,Demand,Eastern,Eastern,380315,megawatthours
780,2023-02-17,NY,New York,D,Demand,Eastern,Eastern,399012,megawatthours
781,2023-02-16,NY,New York,D,Demand,Eastern,Eastern,379026,megawatthours
782,2023-02-15,NY,New York,D,Demand,Eastern,Eastern,373676,megawatthours
783,2023-02-14,NY,New York,D,Demand,Eastern,Eastern,380814,megawatthours
784,2023-02-13,NY,New York,D,Demand,Eastern,Eastern,388023,megawatthours
785,2023-02-12,NY,New York,D,Demand,Eastern,Eastern,375690,megawatthours
786,2023-02-11,NY,New York,D,Demand,Eastern,Eastern,379637,megawatthours
787,2023-02-10,NY,New York,D,Demand,Eastern,Eastern,392227,megawatthours
788,2023-02-09,NY,New York,D,Demand,Eastern,Eastern,417733,megawatthours
789,2023-02-08,NY,New York,D,Demand,Eastern,Eastern,402113,megawatthours
790,2023-02-07,NY,New York,D,Demand,Eastern,Eastern,427017,megawatthours
791,2023-02-06,NY,New York,D,Demand,Eastern,Eastern,423255,megawatthours
792,2023-02-05,NY,New York,D,Demand,Eastern,Eastern,416754,megawatthours
793,2023-02-04,NY,New York,D,Demand,Eastern,Eastern,484021,megawatthours
794,2023-02-03,NY,New York,D,Demand,Eastern,Eastern,474073,megawatthours
795,2023-02-02,NY,New York,D,Demand,Eastern,Eastern,434689,megawatthours
796,2023-02-01,NY,New York,D,Demand,Eastern,Eastern,439322,megawatthours
797,2023-01-31,NY,New York,D,Demand,Eastern,Eastern,432008,megawatthours
798,2023-01-30,NY,New York,D,Demand,Eastern,Eastern,412378,megawatthours
799,2023-01-29,NY,New York,D,Demand,Eastern,Eastern,386965,megawatthours
800,2023-01-28,NY,New York,D,Demand,Eastern,Eastern,385163,megawatthours
801,2023-01-27,NY,New York,D,Demand,Eastern,Eastern,421747,megawatthours
802,2023-01-26,NY,New York,D,Demand,Eastern,Eastern,422036,megawatthours
803,2023-01-25,NY,New York,D,Demand,Eastern,Eastern,433224,megawatthours
804,2023-01-24,NY,New York,D,Demand,Eastern,Eastern,425993,megawatthours
805,2023-01-23,NY,New York,D,Demand,Eastern,Eastern,430239,megawatthours
806,2023-01-22,NY,New York,D,Demand,Eastern,Eastern,396379,megawatthours
807,2023-01-21,NY,New York,D,Demand,Eastern,Eastern,401239,megawatthours
808,2023-01-20,NY,New York,D,Demand,Eastern,Eastern,413040,megawatthours
809,2023-01-19,NY,New York,D,Demand,Eastern,Eastern,421151,megawatthours
810,2023-01-18,NY,New York,D,Demand,Eastern,Eastern,409281,megawatthours
811,2023-01-17,NY,New York,D,Demand,Eastern,Eastern,428337,megawatthours
812,2023-01-16,NY,New York,D,Demand,Eastern,Eastern,424077,megawatthours
813,2023-01-15,NY,New York,D,Demand,Eastern,Eastern,411256,megawatthours
814,2023-01-14,NY,New York,D,Demand,Eastern,Eastern,418622,megawatthours
815,2023-01-13,NY,New York,D,Demand,Eastern,Eastern,411605,megawatthours
816,2023-01-12,NY,New York,D,Demand,Eastern,Eastern,422209,megawatthours
817,2023-01-11,NY,New York,D,Demand,Eastern,Eastern,427479,megawatthours
818,2023-01-10,NY,New York,D,Demand,Eastern,Eastern,427763,megawatthours
819,2023-01-09,NY,New York,D,Demand,Eastern,Eastern,419995,megawatthours
820,2023-01-08,NY,New York,D,Demand,Eastern,Eastern,394021,megawatthours
821,2023-01-07,NY,New York,D,Demand,Eastern,Eastern,392144,megawatthours
822,2023-01-06,NY,New York,D,Demand,Eastern,Eastern,404341,megawatthours
823,2023-01-05,NY,New York,D,Demand,Eastern,Eastern,395100,megawatthours
824,2023-01-04,NY,New York,D,Demand,Eastern,Eastern,392449,megawatthours
825,2023-01-03,NY,New York,D,Demand,Eastern,Eastern,404670,megawatthours
826,2023-01-02,NY,New York,D,Demand,Eastern,Eastern,377848,megawatthours
827,2023-01-01,NY,New York,D,Demand,Eastern,Eastern,357120,megawatthours
828,2022-12-31,NY,New York,D,Demand,Eastern,Eastern,373979,megawatthours
829,2022-12-30,NY,New York,D,Demand,Eastern,Eastern,388828,megawatthours
830,2022-12-29,NY,New York,D,Demand,Eastern,Eastern,406497,megawatthours
831,2022-12-28,NY,New York,D,Demand,Eastern,Eastern,423600,megawatthours
832,2022-12-27,NY,New York,D,Demand,Eastern,Eastern,450373,megawatthours
833,2022-12-26,NY,New York,D,Demand,Eastern,Eastern,445148,megawatthours
834,2022-12-25,NY,New York,D,Demand,Eastern,Eastern,440051,megawatthours
835,2022-12-24,NY,New York,D,Demand,Eastern,Eastern,471567,megawatthours
836,2022-12-23,NY,New York,D,Demand,Eastern,Eastern,433897,megawatthours
837,2022-12-22,NY,New York,D,Demand,Eastern,Eastern,437369,megawatthours
838,2022-12-21,NY,New York,D,Demand,Eastern,Eastern,437409,megawatthours
839,2022-12-20,NY,New York,D,Demand,Eastern,Eastern,439344,megawatthours
840,2022-12-19,NY,New York,D,Demand,Eastern,Eastern,441335,megawatthours
841,2022-12-18,NY,New York,D,Demand,Eastern,Eastern,405618,megawatthours
842,2022-12-17,NY,New York,D,Demand,Eastern,Eastern,401844,megawatthours
843,2022-12-16,NY,New York,D,Demand,Eastern,Eastern,431541,megawatthours
844,2022-12-15,NY,New York,D,Demand,Eastern,Eastern,446909,megawatthours
845,2022-12-14,NY,New York,D,Demand,Eastern,Eastern,445467,megawatthours
846,2022-12-13,NY,New York,D,Demand,Eastern,Eastern,446120,megawatthours
847,2022-12-12,NY,New York,D,Demand,Eastern,Eastern,440042,megawatthours
848,2022-12-11,NY,New York,D,Demand,Eastern,Eastern,406325,megawatthours
849,2022-12-10,NY,New York,D,Demand,Eastern,Eastern,398472,megawatthours
850,2022-12-09,NY,New York,D,Demand,Eastern,Eastern,410401,megawatthours
851,2022-12-08,NY,New York,D,Demand,Eastern,Eastern,395795,megawatthours
852,2022-12-07,NY,New York,D,Demand,Eastern,Eastern,395569,megawatthours
853,2022-12-06,NY,New York,D,Demand,Eastern,Eastern,412121,megawatthours
854,2022-12-05,NY,New York,D,Demand,Eastern,Eastern,414809,megawatthours
855,2022-12-04,NY,New York,D,Demand,Eastern,Eastern,383809,megawatthours
856,2022-12-03,NY,New York,D,Demand,Eastern,Eastern,386842,megawatthours
857,2022-12-02,NY,New York,D,Demand,Eastern,Eastern,414743,megawatthours
858,2022-12-01,NY,New York,D,Demand,Eastern,Eastern,420331,megawatthours
859,2022-11-30,NY,New York,D,Demand,Eastern,Eastern,412040,megawatthours
860,2022-11-29,NY,New York,D,Demand,Eastern,Eastern,409500,megawatthours
861,2022-11-28,NY,New York,D,Demand,Eastern,Eastern,395059,megawatthours
862,2022-11-27,NY,New York,D,Demand,Eastern,Eastern,369839,megawatthours
863,2022-11-26,NY,New York,D,Demand,Eastern,Eastern,355992,megawatthours
864,2022-11-25,NY,New York,D,Demand,Eastern,Eastern,371896,megawatthours
865,2022-11-24,NY,New York,D,Demand,Eastern,Eastern,360503,megawatthours
866,2022-11-23,NY,New York,D,Demand,Eastern,Eastern,395186,megawatthours
867,2022-11-22,NY,New York,D,Demand,Eastern,Eastern,404262,megawatthours
868,2022-11-21,NY,New York,D,Demand,Eastern,Eastern,424428,megawatthours
869,2022-11-20,NY,New York,D,Demand,Eastern,Eastern,399511,megawatthours
870,2022-11-19,NY,New York,D,Demand,Eastern,Eastern,390704,megawatthours
871,2022-11-18,NY,New York,D,Demand,Eastern,Eastern,407274,megawatthours
872,2022-11-17,NY,New York,D,Demand,Eastern,Eastern,406837,megawatthours
873,2022-11-16,NY,New York,D,Demand,Eastern,Eastern,405670,megawatthours
874,2022-11-15,NY,New York,D,Demand,Eastern,Eastern,409202,megawatthours
875,2022-11-14,NY,New York,D,Demand,Eastern,Eastern,393016,megawatthours
876,2022-11-13,NY,New York,D,Demand,Eastern,Eastern,352217,megawatthours
877,2022-11-12,NY,New York,D,Demand,Eastern,Eastern,350189,megawatthours
878,2022-11-11,NY,New York,D,Demand,Eastern,Eastern,375461,megawatthours
879,2022-11-10,NY,New York,D,Demand,Eastern,Eastern,368441,megawatthours
880,2022-11-09,NY,New York,D,Demand,Eastern,Eastern,373883,megawatthours
881,2022-11-08,NY,New York,D,Demand,Eastern,Eastern,364476,megawatthours
882,2022-11-07,NY,New York,D,Demand,Eastern,Eastern,372260,megawatthours
883,2022-11-06,NY,New York,D,Demand,Eastern,Eastern,365645,megawatthours
884,2022-11-05,NY,New York,D,Demand,Eastern,Eastern,348797,megawatthours
885,2022-11-04,NY,New York,D,Demand,Eastern,Eastern,362783,megawatthours
886,2022-11-03,NY,New York,D,Demand,Eastern,Eastern,363608,megawatthours
887,2022-11-02,NY,New York,D,Demand,Eastern,Eastern,363778,megawatthours
888,2022-11-01,NY,New York,D,Demand,Eastern,Eastern,375433,megawatthours
889,2022-10-31,NY,New York,D,Demand,Eastern,Eastern,369105,megawatthours
890,2022-10-30,NY,New York,D,Demand,Eastern,Eastern,338359,megawatthours
891,2022-10-29,NY,New York,D,Demand,Eastern,Eastern,342245,megawatthours
892,2022-10-28,NY,New York,D,Demand,Eastern,Eastern,367224,megawatthours
893,2022-10-27,NY,New York,D,Demand,Eastern,Eastern,362305,megawatthours
894,2022-10-26,NY,New York,D,Demand,Eastern,Eastern,380186,megawatthours
895,2022-10-25,NY,New York,D,Demand,Eastern,Eastern,377642,megawatthours
896,2022-10-24,NY,New York,D,Demand,Eastern,Eastern,369924,megawatthours
897,2022-10-23,NY,New York,D,Demand,Eastern,Eastern,337044,megawatthours
898,2022-10-22,NY,New York,D,Demand,Eastern,Eastern,334261,megawatthours
899,2022-10-21,NY,New York,D,Demand,Eastern,Eastern,363911,megawatthours
900,2022-10-20,NY,New York,D,Demand,Eastern,Eastern,376629,megawatthours
901,2022-10-19,NY,New York,D,Demand,Eastern,Eastern,377574,megawatthours
902,2022-10-18,NY,New York,D,Demand,Eastern,Eastern,366894,megawatthours
903,2022-10-17,NY,New York,D,Demand,Eastern,Eastern,372337,megawatthours
904,2022-10-16,NY,New York,D,Demand,Eastern,Eastern,330210,megawatthours
905,2022-10-15,NY,New York,D,Demand,Eastern,Eastern,332720,megawatthours
906,2022-10-14,NY,New York,D,Demand,Eastern,Eastern,357356,megawatthours
907,2022-10-13,NY,New York,D,Demand,Eastern,Eastern,379397,megawatthours
908,2022-10-12,NY,New York,D,Demand,Eastern,Eastern,362693,megawatthours
909,2022-10-11,NY,New York,D,Demand,Eastern,Eastern,361815,megawatthours
910,2022-10-10,NY,New York,D,Demand,Eastern,Eastern,356988,megawatthours
911,2022-10-09,NY,New York,D,Demand,Eastern,Eastern,331356,megawatthours
912,2022-10-08,NY,New York,D,Demand,Eastern,Eastern,337114,megawatthours
913,2022-10-07,NY,New York,D,Demand,Eastern,Eastern,370922,megawatthours
914,2022-10-06,NY,New York,D,Demand,Eastern,Eastern,366484,megawatthours
915,2022-10-05,NY,New York,D,Demand,Eastern,Eastern,370598,megawatthours
916,2022-10-04,NY,New York,D,Demand,Eastern,Eastern,380474,megawatthours
917,2022-10-03,NY,New York,D,Demand,Eastern,Eastern,371457,megawatthours
918,2022-10-02,NY,New York,D,Demand,Eastern,Eastern,334579,megawatthours
919,2022-10-01,NY,New York,D,Demand,Eastern,Eastern,339570,megawatthours
920,2022-09-30,NY,New York,D,Demand,Eastern,Eastern,358453,megawatthours
921,2022-09-29,NY,New York,D,Demand,Eastern,Eastern,361651,megawatthours
922,2022-09-28,NY,New York,D,Demand,Eastern,Eastern,369309,megawatthours
923,2022-09-27,NY,New York,D,Demand,Eastern,Eastern,372601,megawatthours
924,2022-09-26,NY,New York,D,Demand,Eastern,Eastern,374670,megawatthours
925,2022-09-25,NY,New York,D,Demand,Eastern,Eastern,345662,megawatthours
926,2022-09-24,NY,New York,D,Demand,Eastern,Eastern,331175,megawatthours
927,2022-09-23,NY,New York,D,Demand,Eastern,Eastern,355382,megawatthours
928,2022-09-22,NY,New York,D,Demand,Eastern,Eastern,414969,megawatthours
929,2022-09-21,NY,New York,D,Demand,Eastern,Eastern,430535,megawatthours
930,2022-09-20,NY,New York,D,Demand,Eastern,Eastern,436421,megawatthours
931,2022-09-19,NY,New York,D,Demand,Eastern,Eastern,457330,megawatthours
932,2022-09-18,NY,New York,D,Demand,Eastern,Eastern,408063,megawatthours
933,2022-09-17,NY,New York,D,Demand,Eastern,Eastern,373341,megawatthours
934,2022-09-16,NY,New York,D,Demand,Eastern,Eastern,382655,megawatthours
935,2022-09-15,NY,New York,D,Demand,Eastern,Eastern,397434,megawatthours
936,2022-09-14,NY,New York,D,Demand,Eastern,Eastern,430059,megawatthours
937,2022-09-13,NY,New York,D,Demand,Eastern,Eastern,473225,megawatthours
938,2022-09-12,NY,New York,D,Demand,Eastern,Eastern,463393,megawatthours
939,2022-09-11,NY,New York,D,Demand,Eastern,Eastern,410176,megawatthours
940,2022-09-10,NY,New York,D,Demand,Eastern,Eastern,414587,megawatthours
941,2022-09-09,NY,New York,D,Demand,Eastern,Eastern,430244,megawatthours
942,2022-09-08,NY,New York,D,Demand,Eastern,Eastern,431963,megawatthours
943,2022-09-07,NY,New York,D,Demand,Eastern,Eastern,431800,megawatthours
944,2022-09-06,NY,New York,D,Demand,Eastern,Eastern,462891,megawatthours
945,2022-09-05,NY,New York,D,Demand,Eastern,Eastern,462389,megawatthours
946,2022-09-04,NY,New York,D,Demand,Eastern,Eastern,450186,megawatthours
947,2022-09-03,NY,New York,D,Demand,Eastern,Eastern,421998,megawatthours
948,2022-09-02,NY,New York,D,Demand,Eastern,Eastern,429684,megawatthours
949,2022-09-01,NY,New York,D,Demand,Eastern,Eastern,458351,megawatthours
950,2022-08-31,NY,New York,D,Demand,Eastern,Eastern,494411,megawatthours
951,2022-08-30,NY,New York,D,Demand,Eastern,Eastern,553334,megawatthours
952,2022-08-29,NY,New York,D,Demand,Eastern,Eastern,550544,megawatthours
953,2022-08-28,NY,New York,D,Demand,Eastern,Eastern,468204,megawatthours
954,2022-08-27,NY,New York,D,Demand,Eastern,Eastern,483418,megawatthours
955,2022-08-26,NY,New York,D,Demand,Eastern,Eastern,525128,megawatthours
956,2022-08-25,NY,New York,D,Demand,Eastern,Eastern,523934,megawatthours
957,2022-08-24,NY,New York,D,Demand,Eastern,Eastern,515251,megawatthours
958,2022-08-23,NY,New York,D,Demand,Eastern,Eastern,515643,megawatthours
959,2022-08-22,NY,New York,D,Demand,Eastern,Eastern,503422,megawatthours
960,2022-08-21,NY,New York,D,Demand,Eastern,Eastern,478724,megawatthours
961,2022-08-20,NY,New York,D,Demand,Eastern,Eastern,494694,megawatthours
962,2022-08-19,NY,New York,D,Demand,Eastern,Eastern,490626,megawatthours
963,2022-08-18,NY,New York,D,Demand,Eastern,Eastern,463151,megawatthours
964,2022-08-17,NY,New York,D,Demand,Eastern,Eastern,454669,megawatthours
965,2022-08-16,NY,New York,D,Demand,Eastern,Eastern,467088,megawatthours
966,2022-08-15,NY,New York,D,Demand,Eastern,Eastern,465434,megawatthours
967,2022-08-14,NY,New York,D,Demand,Eastern,Eastern,412349,megawatthours
968,2022-08-13,NY,New York,D,Demand,Eastern,Eastern,411863,megawatthours
969,2022-08-12,NY,New York,D,Demand,Eastern,Eastern,475127,megawatthours
970,2022-08-11,NY,New York,D,Demand,Eastern,Eastern,527410,megawatthours
971,2022-08-10,NY,New York,D,Demand,Eastern,Eastern,543232,megawatthours
972,2022-08-09,NY,New York,D,Demand,Eastern,Eastern,611972,megawatthours
973,2022-08-08,NY,New York,D,Demand,Eastern,Eastern,621287,megawatthours
974,2022-08-07,NY,New York,D,Demand,Eastern,Eastern,573906,megawatthours
975,2022-08-06,NY,New York,D,Demand,Eastern,Eastern,560940,megawatthours
976,2022-08-05,NY,New York,D,Demand,Eastern,Eastern,576386,megawatthours
977,2022-08-04,NY,New York,D,Demand,Eastern,Eastern,581315,megawatthours
978,2022-08-03,NY,New York,D,Demand,Eastern,Eastern,544856,megawatthours
979,2022-08-02,NY,New York,D,Demand,Eastern,Eastern,537157,megawatthours
980,2022-08-01,NY,New York,D,Demand,Eastern,Eastern,498356,megawatthours
981,2022-07-31,NY,New York,D,Demand,Eastern,Eastern,470435,megawatthours
982,2022-07-30,NY,New York,D,Demand,Eastern,Eastern,482024,megawatthours
983,2022-07-29,NY,New York,D,Demand,Eastern,Eastern,532754,megawatthours
984,2022-07-28,NY,New York,D,Demand,Eastern,Eastern,556273,megawatthours
985,2022-07-27,NY,New York,D,Demand,Eastern,Eastern,498791,megawatthours
986,2022-07-26,NY,New York,D,Demand,Eastern,Eastern,496129,megawatthours
987,2022-07-25,NY,New York,D,Demand,Eastern,Eastern,574545,megawatthours
988,2022-07-24,NY,New York,D,Demand,Eastern,Eastern,563938,megawatthours
989,2022-07-23,NY,New York,D,Demand,Eastern,Eastern,559974,megawatthours
990,2022-07-22,NY,New York,D,Demand,Eastern,Eastern,585707,megawatthours
991,2022-07-21,NY,New York,D,Demand,Eastern,Eastern,608105,megawatthours
992,2022-07-20,NY,New York,D,Demand,Eastern,Eastern,605859,megawatthours
993,2022-07-19,NY,New York,D,Demand,Eastern,Eastern,558981,megawatthours
994,2022-07-18,NY,New York,D,Demand,Eastern,Eastern,526190,megawatthours
995,2022-07-17,NY,New York,D,Demand,Eastern,Eastern,480966,megawatthours
996,2022-07-16,NY,New York,D,Demand,Eastern,Eastern,462208,megawatthours
997,2022-07-15,NY,New York,D,Demand,Eastern,Eastern,486175,megawatthours
998,2022-07-14,NY,New York,D,Demand,Eastern,Eastern,516803,megawatthours
999,2022-07-13,NY,New York,D,Demand,Eastern,Eastern,527084,megawatthours
1000,2022-07-12,NY,New York,D,Demand,Eastern,Eastern,521841,megawatthours
1001,2022-07-11,NY,New York,D,Demand,Eastern,Eastern,472530,megawatthours
1002,2022-07-10,NY,New York,D,Demand,Eastern,Eastern,412997,megawatthours
1003,2022-07-09,NY,New York,D,Demand,Eastern,Eastern,440819,megawatthours
1004,2022-07-08,NY,New York,D,Demand,Eastern,Eastern,482822,megawatthours
1005,2022-07-07,NY,New York,D,Demand,Eastern,Eastern,481602,megawatthours
1006,2022-07-06,NY,New York,D,Demand,Eastern,Eastern,499684,megawatthours
1007,2022-07-05,NY,New York,D,Demand,Eastern,Eastern,475326,megawatthours
1008,2022-07-04,NY,New York,D,Demand,Eastern,Eastern,423686,megawatthours
1009,2022-07-03,NY,New York,D,Demand,Eastern,Eastern,442303,megawatthours
1010,2022-07-02,NY,New York,D,Demand,Eastern,Eastern,492965,megawatthours
1011,2022-07-01,NY,New York,D,Demand,Eastern,Eastern,526072,megawatthours
1012,2022-06-30,NY,New York,D,Demand,Eastern,Eastern,475488,megawatthours
1013,2022-06-29,NY,New York,D,Demand,Eastern,Eastern,443985,megawatthours
1014,2022-06-28,NY,New York,D,Demand,Eastern,Eastern,428090,megawatthours
1015,2022-06-27,NY,New York,D,Demand,Eastern,Eastern,470754,megawatthours
1016,2022-06-26,NY,New York,D,Demand,Eastern,Eastern,478066,megawatthours
1017,2022-06-25,NY,New York,D,Demand,Eastern,Eastern,456234,megawatthours
1018,2022-06-24,NY,New York,D,Demand,Eastern,Eastern,438680,megawatthours
1019,2022-06-23,NY,New York,D,Demand,Eastern,Eastern,418264,megawatthours
1020,2022-06-22,NY,New York,D,Demand,Eastern,Eastern,431426,megawatthours
1021,2022-06-21,NY,New York,D,Demand,Eastern,Eastern,421047,megawatthours
1022,2022-06-20,NY,New York,D,Demand,Eastern,Eastern,382314,megawatthours
1023,2022-06-19,NY,New York,D,Demand,Eastern,Eastern,328801,megawatthours
1024,2022-06-18,NY,New York,D,Demand,Eastern,Eastern,370098,megawatthours
1025,2022-06-17,NY,New York,D,Demand,Eastern,Eastern,478940,megawatthours
1026,2022-06-16,NY,New York,D,Demand,Eastern,Eastern,456388,megawatthours
1027,2022-06-15,NY,New York,D,Demand,Eastern,Eastern,458247,megawatthours
1028,2022-06-14,NY,New York,D,Demand,Eastern,Eastern,439182,megawatthours
1029,2022-06-13,NY,New York,D,Demand,Eastern,Eastern,450830,megawatthours
1030,2022-06-12,NY,New York,D,Demand,Eastern,Eastern,372179,megawatthours
1031,2022-06-11,NY,New York,D,Demand,Eastern,Eastern,380077,megawatthours
1032,2022-06-10,NY,New York,D,Demand,Eastern,Eastern,407263,megawatthours
1033,2022-06-09,NY,New York,D,Demand,Eastern,Eastern,442467,megawatthours
1034,2022-06-08,NY,New York,D,Demand,Eastern,Eastern,437771,megawatthours
1035,2022-06-07,NY,New York,D,Demand,Eastern,Eastern,417263,megawatthours
1036,2022-06-06,NY,New York,D,Demand,Eastern,Eastern,408991,megawatthours
1037,2022-06-05,NY,New York,D,Demand,Eastern,Eastern,354341,megawatthours
1038,2022-06-04,NY,New York,D,Demand,Eastern,Eastern,370229,megawatthours
1039,2022-06-03,NY,New York,D,Demand,Eastern,Eastern,409061,megawatthours
1040,2022-06-02,NY,New York,D,Demand,Eastern,Eastern,419580,megawatthours
1041,2022-06-01,NY,New York,D,Demand,Eastern,Eastern,422070,megawatthours
